ticker,cik,company_name,sic,sic_description,latest_fiscal_year,period_end
,1096691,PARTNER COMMUNICATIONS CO LTD,,,2021,2021-12-31
,1096934,"ENTERPRISE DIVERSIFIED, INC.",,,2021,2021-12-31
,1096950,"ADVANCED                     CONTAINER TECHNOLOGIES, INC.",,,2021,2021-12-31
,1102934,"CMC Materials, Inc.",,,2021,2021-09-30
,1103021,"BioDelivery Sciences International, Inc.",,,2021,2021-12-31
,1104462,"Colambda Technologies, Inc.",,,2021,2021-12-31
,1111863,"SIERRA WIRELESS, INC",,,2021,2021-12-31
,1113256,"MERITOR, INC.",,,2021,2021-09-30
,1113513,"MOBILESMITH, INC.",,,2021,2021-12-31
,1117795,CHINA MOBILE LTD /ADR/,,,2021,2021-12-31
,1119897,PCT LTD,,,2021,2021-12-31
,1122742,"FEARLESS FILMS, INC.",,,2021,2021-12-31
,1126961,GrandSouth Bancorporation,,,2021,2021-12-31
,1128173,IRSA Propiedades Comerciales S.A.,,,2021,2021-06-30
,1129260,"VOCERA COMMUNICATIONS, INC.",,,2021,2021-12-31
,1130758,AEI INCOME & GROWTH FUND 24 LLC,,,2021,2021-12-31
,1142790,"TAURIGA SCIENCES, INC.",,,2021,2021-03-31
,1142801,AMANASU ENVIRONMENT CORPORATION,,,2021,2021-12-31
,1144169,"ECO INNOVATION GROUP, INC.",,,2021,2021-12-31
,1156831,QUEBECOR MEDIA INC,,,2021,2021-12-31
,1158041,TURQUOISE HILL RESOURCES LTD.,,,2021,2021-12-31
,1159281,AlerisLife Inc.,,,2021,2021-12-31
,1164888,"KYTO TECHNOLOGY AND LIFE SCIENCE, INC.",,,2021,2021-03-31
,1165639,EARTH LIFE SCIENCES INC.,,,2021,2021-12-31
,1167609,BRIGHTHOUSE LIFE INSURANCE Co OF NY,,,2021,2021-12-31
,1168663,AMANASU TECHNO HOLDINGS CORPORATION,,,2021,2021-12-31
,1169245,"PhaseBio Pharmaceuticals, Inc.",,,2021,2021-12-31
,1169652,CHANNELADVISOR CORP,,,2021,2021-12-31
,1172706,"UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.",,,2021,2022-01-02
,1175483,Drive Shack Inc.,,,2021,2021-12-31
,1181749,"GRANITE FALLS ENERGY, LLC",,,2021,2021-10-31
,1204413,POINTS.COM INC.,,,2021,2021-12-31
,1205181,"Grapefruit USA, Inc.",,,2021,2021-12-31
,1206942,"GOLDEN GRAIN ENERGY, LLC",,,2021,2021-10-31
,1212787,KBRIDGE ENERGY CORP.,,,2021,2021-12-31
,1227025,NEOPHOTONICS CORP,,,2021,2021-12-31
,1255474,WHITING HOLDINGS LLC,,,2021,2021-12-31
,1263011,EXCELLON RESOURCES INC,,,2021,2021-12-31
,1271214,"Intersect ENT, Inc.",,,2021,2021-12-31
,1272830,VONAGE HOLDINGS CORP,,,2021,2021-12-31
,1274032,"Simply, Inc.",,,2021,2022-01-29
,1280396,"VETANOVA, INC.",,,2021,2021-12-31
,1283630,"American Campus Communities, Inc.",,,2021,2021-12-31
,1286964,"HERON LAKE BIOENERGY, LLC",,,2021,2021-01-31
,1287808,"HILL INTERNATIONAL, INC.",,,2021,2021-12-31
,1290149,"SIERRA ONCOLOGY, INC.",,,2021,2021-12-31
,1296435,Neenah Inc,,,2021,2021-12-31
,1300050,GREAT PANTHER MINING Ltd,,,2021,2021-12-31
,1302362,MECHEL PAO,,,2021,2021-12-31
,1304730,HQDA     ELDERLY LIFE NETWORK CORP.,,,2021,2021-06-30
,1304741,"CANNAGISTICS, INC.",,,2021,2021-07-31
,1305323,ZOVIO INC,,,2021,2021-12-31
MALG,1309251,Microalliance Group Inc.,2080,Beverages,2021,2021-12-31
,1310114,"Concentrix SREV, Inc.",,,2021,2021-12-31
,1312109,Silvergate Capital Corp,,,2021,2021-12-31
,1314772,"SUMMER INFANT,     INC.",,,2021,2022-01-01
,1318641,"Statera Biopharma, Inc.",,,2021,2021-12-31
,1321646,Kraton Corp,,,2021,2021-12-31
,1321847,Gold Standard Ventures Corp.,,,2021,2021-12-31
,1322505,"ALBIREO PHARMA, INC.",,,2021,2021-12-31
,1325879,"AVEO Pharmaceuticals, Inc.",,,2021,2021-12-31
,1337553,"Aerie Pharmaceuticals, Inc.",,,2021,2021-12-31
,1340652,"ChemoCentryx, Inc.",,,2021,2021-12-31
,1341141,"CATCHMARK TIMBER TRUST, INC.",,,2021,2021-12-31
,1346526,"ESP Resources, Inc.",,,2021,2021-12-31
,1348036,"AVALARA, INC.",,,2021,2021-12-31
,1353499,MAX SOUND CORPORATION,,,2021,2021-12-31
,1358656,MILLENNIUM SUSTAINABLE VENTURES CORP.,,,2021,2021-12-31
,1359711,Micro Focus International plc,,,2021,2021-10-31
,1363958,"Western Capital Resources, Inc.",,,2021,2021-12-31
,1364128,ALEXCO RESOURCE CORP,,,2021,2021-12-31
,1365357,"ZZLL INFORMATION TECHNOLOGY, INC",,,2021,2021-12-31
,1366744,"HOMELAND ENERGY SOLUTIONS, LLC",,,2021,2021-12-31
,1367920,"Concert Pharmaceuticals, Inc.",,,2021,2021-12-31
,1369128,Digatrade Financial Corp,,,2021,2021-12-31
,1370880,"Mandiant, Inc.",,,2021,2021-12-31
,1372184,"New You, Inc.",,,2021,2021-03-31
,1373690,Indigenous Roots Corp.,,,2021,2021-08-31
,1375151,"ZOGENIX, INC.",,,2021,2021-12-31
FGCO,1377167,"Financial Gravity Companies, Inc.",6199,Finance Services,2021,2021-09-30
,1378946,"People's United Financial, Inc.",,,2021,2021-12-31
,1379043,"XTREME FIGHTING CHAMPIONSHIPS, INC.",,,2021,2021-12-31
,1380846,"TRISTATE CAPITAL HOLDINGS, INC.",,,2021,2021-12-31
,1382298,ALTERA INFRASTRUCTURE L.P.,,,2021,2021-12-31
,1384135,"LITHIUM & BORON TECHNOLOGY, INC.",,,2021,2021-12-31
,1385508,"OPIANT PHARMACEUTICALS, INC.",,,2021,2021-12-31
,1387998,Snoogoo Corp,,,2021,2021-12-31
,1389034,KALLO INC.,,,2021,2021-12-31
,1392091,"BLUEKNIGHT ENERGY PARTNERS, L.P.",,,2021,2021-12-31
,1393066,RESOLUTE FOREST PRODUCTS INC.,,,2021,2021-12-31
,1393548,CLICKSTREAM CORPORATION,,,2021,2021-09-30
,1399249,"PZENA INVESTMENT MANAGEMENT, INC.",,,2021,2021-12-31
,1399708,Neovasc Inc.,,,2021,2021-12-31
,1403752,Zymeworks BC Inc.,,,2021,2021-12-31
,1411165,EVER HARVEST INTERNATIONAL GROUP INC.,,,2021,2021-12-31
,1412707,"LEVEL ONE BANCORP, INC.",,,2021,2021-12-31
,1413263,"CHINA JO-JO DRUGSTORES, INC.",,,2021,2021-03-31
,1413488,"CANNABIS GLOBAL, INC.",,,2021,2021-08-31
,1414043,"Friendable, Inc.",,,2021,2021-12-31
,1415684,MusclePharm Corporation,,,2021,2021-12-31
,1418091,"Twitter, Inc.",,,2021,2021-12-31
,1418115,"HEALTHCARE SOLUTIONS MANAGEMENT GROUP, INC.",,,2021,2021-09-30
,1421182,VERSO CORPORATION,,,2021,2021-12-31
,1421819,"Hanjiao Group, Inc.",,,2021,2021-12-31
,1421907,Trident Brands Incorporated,,,2021,2021-11-30
,1422296,WEDOTALK INC.,,,2021,2021-12-31
,1422768,ALMOST NEVER FILMS INC.,,,2021,2021-06-30
,1425203,ASTRO AEROSPACE LTD.,,,2021,2021-03-31
,1428522,"RADIUS HEALTH, INC.",,,2021,2021-12-31
,1428875,"Terminix Global Holdings, Inc.",,,2021,2021-12-31
,1430523,"VERUS INTERNATIONAL, INC.",,,2021,2021-10-31
,1432271,Rampart Studios Inc.,,,2021,2021-12-31
,1437260,NAVIOS MARITIME ACQUISITION CORPORATION,,,2021,2021-03-31
,1438731,"ALJ Regional Holdings, Inc.",,,2021,2021-09-30
,1439404,ZYNGA INC,,,2021,2021-12-31
,1441693,MARRONE BIO INNOVATIONS INC.,,,2021,2021-12-31
,1442626,"Bluerock Residential Growth REIT, Inc.",,,2021,2021-12-31
,1443388,Green Hygienics Holdings Inc.,,,2021,2021-07-31
,1451512,"UNRIVALED BRANDS, INC.",,,2021,2022-12-31
,1453818,HGR Liquidating Trust,,,2021,2021-12-31
,1456802,CENTURY COBALT CORP.,,,2021,2021-11-30
,1457612,"GENOCEA BIOSCIENCES, INC.",,,2021,2021-12-31
,1458023,"Flowerkist Skin Care and Cosmetics, Inc.",,,2021,2021-12-31
,1458581,"Zenosense, Inc.",,,2021,2021-12-31
,1458891,Noble Corp,,,2021,2021-12-31
,1463172,"ZENDESK, INC.",,,2021,2021-12-31
,1463258,"Renewable Energy Group, Inc.",,,2021,2021-12-31
,1464963,"FIRST EAGLE ALTERNATIVE CAPITAL BDC, INC.",,,2021,2021-12-31
,1466301,"Clovis Oncology, Inc.",,,2021,2021-12-31
,1468679,American CryoStem Corporation,,,2021,2021-09-30
,1472595,R1 RCM Holdco Inc.,,,2021,2021-12-31
,1475430,JOSHUA GOLD RESOURCES INC.,,,2021,2021-12-31
USCI,1479247,United States Commodity Index Funds Trust,6221,Commodity Contracts Brokers & Dealers,2021,2021-12-31
,1481832,"Preferred Apartment Communities, Inc.",,,2021,2021-12-31
,1487931,FISION Corporation,,,2021,2021-12-31
,1488419,"Sino Agro Food, Inc",,,2021,2021-12-31
,1492633,Nielsen Holdings plc,,,2021,2021-12-31
,1493566,"Otonomy, Inc.",,,2021,2021-12-31
,1497504,PLx Pharma Winddown Corp.,,,2021,2021-12-31
,1498291,"DANIELS CORPORATE ADVISORY COMPANY, INC.",,,2021,2021-11-30
,1499355,"Quinton Group, Inc.",,,2021,2021-06-30
,1499453,"Spirit of Texas Bancshares, Inc.",,,2021,2021-12-31
,1499684,Qiansui International Group Co. Ltd.,,,2021,2021-12-31
,1500122,"NOBLE VICI GROUP, INC.",,,2021,2021-03-31
,1501862,"EMPIRE GLOBAL GAMING, INC.",,,2021,2021-12-31
,1510247,"LGBTQ LOYALTY HOLDINGS, INC.",,,2021,2021-12-31
,1516887,"WELLNESS CENTER USA, INC.",,,2021,2021-09-30
,1517130,PINGTAN MARINE ENTERPRISE LTD.,,,2021,2021-12-31
,1523486,"Mojo Data Solutions, Inc.",,,2021,2021-12-31
,1524223,"MANNING & NAPIER, INC.",,,2021,2021-12-31
,1525287,SPRAGUE RESOURCES LP,,,2021,2021-12-31
,1525852,"BOTS, Inc./PR",,,2021,2021-04-30
,1527383,BankGuam Holding Co,,,2021,2021-12-31
,1528308,"IONIX TECHNOLOGY, INC.",,,2021,2021-06-30
,1528760,"EXEO ENTERTAINMENT, INC.",,,2021,2021-11-30
,1532595,SINCERITY APPLIED MATERIALS HOLDINGS CORP.,,,2021,2021-12-31
,1534155,"AMERI METRO, INC.",,,2021,2021-07-31
,1535379,"CLOUDERA, INC.",,,2021,2021-01-31
,1538927,"FORMA THERAPEUTICS HOLDINGS, INC.",,,2021,2021-12-31
,1539894,"Atlas Financial Holdings, Inc.",,,2021,2021-12-31
,1541165,ONE 4 ART LIMITED,,,2021,2021-11-30
,1543066,EZRAIDER CO.,,,2021,2021-02-28
SILEF,1545224,SILVER ELEPHANT MINING CORP.,1000,Metal Mining,2021,2021-12-31
,1550020,eWELLNESS HEALTHCARE CORPORATION,,,2021,2021-12-31
,1551206,PATAGONIA GOLD CORP.,,,2021,2021-12-31
,1553023,CYRUSONE INC.,,,2021,2021-12-31
,1555972,STERLING CONSOLIDATED Corp,,,2021,2021-12-31
,1557127,"UserTesting, Inc.",,,2021,2021-12-31
,1558235,CORPORATE PROPERTY ASSOCIATES 18 - GLOBAL INCORPORATED,,,2021,2021-12-31
,1559172,"Diego Pellicer Worldwide, Inc.",,,2021,2021-12-31
,1559484,"RESOURCE REIT, INC.",,,2021,2021-12-31
,1561180,Petroteq Energy Inc.,,,2021,2021-08-31
,1563227,Sipup Corp,,,2021,2021-11-30
,1563463,"NUTRALIFE     BIOSCIENCES, INC.",,,2021,2021-12-31
,1566373,"F-STAR THERAPEUTICS, INC.",,,2021,2021-12-31
,1566895,"nCino OpCo, Inc.",,,2021,2021-01-31
,1567098,Luckwel Pharmaceuticals Inc.,,,2021,2021-03-31
,1567345,"HEMISPHERE MEDIA GROUP, INC.",,,2021,2021-12-31
,1568139,Bio-En Holdings Corp.,,,2021,2021-12-31
,1571498,"EPIZYME, INC.",,,2021,2021-12-31
,1572384,PHOENIX RISING COMPANIES,,,2021,2021-12-31
,1572910,Phillips 66 Partners LP,,,2021,2021-12-31
,1575420,BIONOVATE TECHNOLOGIES CORP.,,,2021,2021-06-30
,1576169,"BENEFITFOCUS, INC.",,,2021,2021-12-31
,1578776,"Prudential Bancorp, Inc.",,,2021,2021-09-30
,1579010,"LIFE ON EARTH, INC.",,,2021,2021-05-31
,1579026,TOWER ONE WIRELESS CORP.,,,2021,2021-12-31
,1579823,"NewAge, Inc.",,,2021,2021-06-02
,1579910,Resonant INC.,,,2021,2021-12-31
,1580156,Houghton Mifflin Harcourt Co,,,2021,2021-12-31
,1582244,Corning Natural Gas Holding Corporation,,,2021,2021-09-30
,1582568,PBF LOGISTICS LP,,,2021,2021-12-31
,1585583,"Del Taco Restaurants, Inc.",,,2021,2021-12-28
,1587221,Zosano Pharma Corp,,,2021,2021-12-31
,1587246,"Cypress Environmental Partners, L.P.",,,2021,2021-12-31
,1590383,"RENOVARE ENVIRONMENTAL, INC.",,,2021,2021-12-31
,1592603,"GULF WEST SECURITY NETWORK, INC.",,,2021,2021-12-31
,1594012,"INVESTORS BANCORP, INC.",,,2021,2021-12-31
,1595585,"TRICIDA, INC.",,,2021,2021-12-31
,1595893,"Turning Point Therapeutics, Inc.",,,2021,2021-12-31
,1596964,Hailiang Education Group Inc.,,,2021,2021-06-30
,1598014,IHS MARKIT LTD.,,,2021,2021-11-30
,1598924,"IMAGE CHAIN GROUP LIMITED, INC.",,,2021,2021-12-31
,1602143,TOUCAN INTERACTIVE CORP.,,,2021,2021-02-28
,1604924,Forward Pharma A/S,,,2021,2021-12-31
,1604930,"Life Clips, Inc.",,,2021,2021-06-30
,1605810,"PORTER HOLDING INTERNATIONAL, INC.",,,2021,2021-12-31
,1609471,"WATERMARK LODGING TRUST, INC.",,,2021,2021-12-31
,1609702,"CDK GLOBAL, INC.",,,2021,2021-06-30
,1610466,"Shell Midstream Partners, L.P.",,,2021,2021-12-31
,1613665,"GREAT WESTERN BANCORP, INC.",,,2021,2021-09-30
,1614826,"EDGE DATA SOLUTIONS, INC.",,,2021,2021-12-31
,1615999,"NEUROPATHIX, INC.",,,2021,2021-12-31
,1617351,"MU YAN TECHNOLOGY GROUP CO., LIMITED",,,2021,2021-07-31
,1617669,"UNIQUE FABRICATING, INC.",,,2021,2021-12-31
,1622231,BOATIM INC.,,,2021,2021-08-31
,1623360,MIRAGE ENERGY CORPORATION,,,2021,2021-07-31
,1623715,"Imago BioSciences, Inc.",,,2021,2021-12-31
,1624658,"ALLENA PHARMACEUTICALS, INC.",,,2021,2021-12-31
,1627452,ME RENEWABLE POWER CORPORATION,,,2021,2021-12-31
,1627611,12 RETECH CORPORATION,,,2021,2021-12-31
,1627857,"SailPoint Technologies Holdings, Inc.",,,2021,2021-12-31
,1629137,"Global Blood Therapeutics, Inc.",,,2021,2021-12-31
,1630856,Professional Holding Corp.,,,2021,2021-12-31
,1632081,"MAKAMER HOLDINGS, INC.",,,2021,2021-12-31
,1633441,Secoo Holding Limited,,,2021,2021-12-31
,1634379,"Metacrine, Inc.",,,2021,2021-12-31
,1635881,Exterran Corp,,,2021,2021-12-31
,1637242,"STRONG SOLUTIONS, INC.",,,2021,2021-12-31
,1637655,HORIZON GLOBAL CORP,,,2021,2021-12-31
,1637761,SeaSpine Holdings Corp,,,2021,2021-12-31
,1641991,"SPX FLOW, INC.",,,2021,2021-12-31
,1642081,"Allegiance Bancshares, Inc.",,,2021,2021-12-31
,1643542,EXSULAR FINANCIAL GROUP INC.,,,2021,2021-12-31
,1644440,GCP Applied Technologies Inc.,,,2021,2021-12-31
,1644675,Mimecast Ltd,,,2021,2021-03-31
,1645260,Todos Medical Ltd.,,,2021,2021-12-31
,1645842,Zymergen Inc.,,,2021,2021-12-31
,1650962,"Welbilt, Inc.",,,2021,2021-12-31
,1651094,"ELEVATE CREDIT, INC.",,,2021,2021-12-31
,1651431,"Checkmate Pharmaceuticals, Inc.",,,2021,2021-12-31
,1652362,"INFRASTRUCTURE AND ENERGY ALTERNATIVES, INC.",,,2021,2021-12-31
,1652724,"Lucira Health, Inc.",,,2021,2021-12-31
,1653821,"CEN BIOTECH, INC.",,,2021,2021-12-31
,1655020,"Extraction Oil & Gas, Inc.",,,2021,2021-01-20
,1655075,"ARMSTRONG FLOORING, INC.",,,2021,2021-12-31
,1655349,"messageBgone, Inc.",,,2021,2021-08-31
,1656936,MGM Growth Properties LLC,,,2021,2021-12-31
,1657564,GABBIT CORP.,,,2021,2021-02-28
,1659183,NDIVISION INC.,,,2021,2021-12-31
,1659352,"Codiak BioSciences, Inc.",,,2021,2021-12-31
,1664106,"LogicBio Therapeutics, Inc.",,,2021,2021-12-31
,1664780,"Rodin Income Trust, Inc.",,,2021,2021-12-31
,1664998,"KNOWBE4, INC.",,,2021,2021-12-31
,1666178,Lazuriton Nano Biotechnology (U.S.A.) Inc.,,,2021,2021-12-31
,1667161,"Randolph Bancorp, Inc.",,,2021,2021-12-31
,1668082,BYLOG GROUP CORP.,,,2021,2021-03-31
,1670349,"U.S. Well Services Holdings, LLC",,,2021,2021-12-31
,1674988,ZEALAND PHARMA A/S,,,2021,2021-12-31
,1678463,"FORTERRA, INC.",,,2021,2021-12-31
,1679826,PING IDENTITY HOLDING CORP.,,,2021,2021-12-31
,1682325,GTY TECHNOLOGY HOLDINGS INC.,,,2021,2021-12-31
,1685237,TEMIR CORP.,,,2021,2021-08-31
,1686400,Salt Blockchain Inc.,,,2021,2021-12-31
,1689813,Biohaven Pharmaceutical Holding Company Ltd.,,,2021,2021-12-31
,1691430,"QUANTA, INC.",,,2021,2021-12-31
,1693690,VERONI BRANDS CORP.,,,2021,2021-12-31
,1693696,UNITED CAPITAL CONSULTANTS INC.,,,2021,2021-12-31
,1696396,STEALTH BIOTHERAPEUTICS CORP,,,2021,2021-12-31
,1697412,MIGOM GLOBAL CORP.,,,2021,2021-12-31
,1697587,IDP HOLDINGS (USA) CORP.,,,2021,2021-11-30
,1698832,WALL STREET ACQUISITIONS CORP,,,2021,2021-12-31
,1700357,CRANK MEDIA INC,,,2021,2021-06-30
,1703489,PDL Community Bancorp,,,2021,2021-06-30
,1705259,Sierra Metals Inc.,,,2021,2021-12-31
,1706573,"Tribus Enterprises, Inc.",,,2021,2021-03-31
,1708301,BP Midstream Partners LP,,,2021,2021-12-31
,1710583,"SWITCH, INC.",,,2021,2021-12-31
,1712543,Andover National Corp,,,2021,2021-12-31
,1712923,"GREENSKY, INC.",,,2021,2021-12-31
,1713832,"HC Liquidating, Inc.",,,2021,2021-12-31
,1714379,"FACT, INC",,,2021,2021-01-31
,1715194,Jinxuan Coking Coal Ltd,,,2021,2021-12-31
,1717556,"VINCO VENTURES, INC.",,,2021,2021-12-31
,1720725,"Oyster Point Pharma, Inc.",,,2021,2021-12-31
,1722271,"Akouos, Inc.",,,2021,2021-12-31
,1723187,LEADER HILL CORPORATION,,,2021,2021-11-30
,1724344,ENTASIS THERAPEUTICS HOLDINGS INC.,,,2021,2021-12-31
,1724570,DATTO HOLDING CORP.,,,2021,2021-12-31
,1729089,"Puhui Wealth Investment Management Co., Ltd.",,,2021,2021-06-30
XRTX,1729214,XORTX Therapeutics Inc.,2834,Pharmaceutical Preparations,2021,2021-12-31
,1731727,"LMP     Automotive Holdings, Inc.",,,2021,2021-09-30
,1733186,"Veoneer, Inc.",,,2021,2021-12-31
,1734902,Weidai Ltd.,,,2021,2021-12-31
,1735803,"Apria, Inc.",,,2021,2021-12-31
,1740695,"Lux Amber, Corp.",,,2021,2021-04-30
,1742056,LAIX Inc.,,,2021,2021-12-31
,1745317,"VELODYNE LIDAR, INC.",,,2021,2021-12-31
,1745797,"Brigham Minerals, Inc.",,,2021,2021-12-31
,1746214,BIOPLUS LIFE CORP,,,2021,2021-12-31
,1748621,ALBERTON ACQUISITION CORPORATION,,,2021,2021-12-31
,1748773,RATTLER MIDSTREAM LP,,,2021,2021-12-31
,1749797,China Index Holdings Limited,,,2021,2021-12-31
,1751299,"KALEIDO BIOSCIENCES, INC.",,,2021,2021-12-31
,1751700,"TEB Bancorp, Inc.",,,2021,2021-06-30
,1752836,"COVETRUS, INC.",,,2021,2021-12-31
,1753886,STONEMOR INC.,,,2021,2021-12-31
,1756499,mCloud Technologies Corp.,,,2021,2021-12-31
,1756574,"New World Technologies, Inc.",,,2021,2021-10-31
,1757399,TUFIN SOFTWARE TECHNOLOGIES LTD.,,,2021,2021-12-31
,1757932,"ROMEO POWER, INC.",,,2021,2021-12-31
,1759008,"CARLOTZ, INC.",,,2021,2021-12-31
,1760683,East Stone Acquisition Corporation,,,2021,2021-12-31
,1761540,Stratus Capital Corp.,,,2021,2021-12-31
,1762459,Atotech Limited,,,2021,2021-12-31
,1763197,ECMOHO Ltd,,,2021,2021-12-31
,1763543,United World Holding Group Ltd.,,,2021,2021-12-31
,1764791,Orphazyme A/S,,,2021,2021-12-31
,1766016,CRUCIAL INNOVATIONS CORP.,,,2021,2021-12-31
,1766352,"Carrier EQ, LLC",,,2021,2021-09-30
,1768012,"GOLDEN NUGGET ONLINE GAMING, INC.",,,2021,2021-12-31
,1769725,"EUREKA HOMESTEAD BANCORP, INC.",,,2021,2021-12-31
,1773086,YUNHONG INTERNATIONAL,,,2021,2021-06-30
,1773087,TUSCAN HOLDINGS CORP. II,,,2021,2021-12-31
,1773250,MAVERIX METALS INC.,,,2021,2021-12-31
,1774155,BTRS HOLDINGS INC.,,,2021,2021-12-31
,1776048,"AMERAMEX INTERNATIONAL, INC.",,,2021,2021-12-31
,1782627,"Winc, Inc.",,,2021,2021-12-31
,1783010,Amryt Pharma plc,,,2021,2021-12-31
,1783317,McAfee Corp.,,,2021,2021-12-25
,1783400,"US ECOLOGY, INC.",,,2021,2021-12-31
,1785041,CHP MERGER CORP.,,,2021,2021-12-31
,1786119,"Excellerant, Inc.",,,2021,2021-09-30
,1786989,INDUSTRIAL TECHNICAL HOLDINGS CORPORATION,,,2021,2021-12-31
,1787005,"Cincinnati Bancorp, Inc.",,,2021,2021-12-31
,1787384,"FFBW, Inc. /MD/",,,2021,2021-12-31
,1787640,"Convey Health Solutions Holdings, Inc.",,,2021,2021-12-31
,1790121,ACKRELL SPAC PARTNERS I CO.,,,2021,2021-12-31
,1790665,Greenrose Holding Co Inc.,,,2021,2021-12-31
,1791091,"SOC TELEMED, INC.",,,2021,2021-12-31
,1791278,BlueCity Holdings Limited,,,2021,2021-12-31
,1792045,Technip Energies N.V.,,,2021,2021-12-31
,1792627,Just Eat Takeaway.com N.V.,,,2021,2021-12-31
,1793330,DongFang City Holding Group Company Limited,,,2021,2021-10-31
,1794621,"QUANERGY SYSTEMS, INC.",,,2021,2021-12-31
,1794717,SCVX Corp.,,,2021,2021-12-31
,1796297,BYMAX CORP.,,,2021,2021-04-30
,1799850,"Renovacor, Inc.",,,2021,2021-12-31
,1799858,wShares Enhanced Gold ETF,,,2021,2021-12-31
,1800199,"iCap Vault 1, LLC",,,2021,2021-12-31
,1801762,WESTERN MAGNESIUM CORPORATION,,,2021,2021-10-31
,1805508,ITIQUIRA ACQUISITION CORP.,,,2021,2021-12-31
,1805795,MALLARD ACQUISITION CORP.,,,2021,2021-12-31
,1806156,GAMING & HOSPITALITY ACQUISITION CORP.,,,2021,2021-12-31
,1811882,"PERSHING SQUARE TONTINE HOLDINGS, LTD.",,,2021,2021-12-31
,1813793,"Blockchain of Things, Inc.",,,2021,2021-12-31
,1814728,E.MERGE TECHNOLOGY ACQUISITION CORP.,,,2021,2021-12-31
,1815184,RedBall Acquisition Corp.,,,2021,2021-12-31
,1816114,Enigma MPC,,,2021,2021-02-28
,1816176,GO ACQUISITION CORP.,,,2021,2021-12-31
,1816261,Executive Network Partnering Corp,,,2021,2021-12-31
,1816901,"SAWAI GROUP HOLDINGS Co., Ltd.",,,2021,2021-03-31
,1817565,FINANCIAL STRATEGIES ACQUISITION CORP.,,,2021,2021-12-31
,1817786,Recharge Acquisition Corp.,,,2021,2021-12-31
,1817944,"CLARUS THERAPEUTICS HOLDINGS, INC.",,,2021,2021-12-31
,1818212,COHN ROBBINS HOLDINGS CORP.,,,2021,2021-12-31
,1818221,EQUITY DISTRIBUTION ACQUISITION CORP.,,,2021,2021-12-31
,1818346,"Ribbit LEAP, Ltd",,,2021,2021-12-31
,1818787,PRIMAVERA CAPITAL ACQUISITION CORPORATION,,,2021,2021-12-31
,1818873,Social Capital Hedosophia Holdings Corp. VI,,,2021,2021-12-31
,1818876,Social Capital Hedosophia Holdings Corp. IV,,,2021,2021-12-31
,1818880,Glenfarne Merger Corp.,,,2021,2021-12-31
,1819035,"METROMILE, INC.",,,2021,2021-12-31
,1819157,NORTH MOUNTAIN MERGER CORP.,,,2021,2021-12-31
,1819399,TPG PACE BENEFICIAL FINANCE CORP.,,,2021,2021-12-31
,1819496,IG Acquisition Corp.,,,2021,2021-12-31
,1819510,Atlantic Avenue Acquisition Corp,,,2021,2021-12-31
,1819608,AVANTI ACQUISITION CORP.,,,2021,2021-12-31
,1819663,"Coeptis Therapeutics, Inc.",,,2021,2021-12-31
,1819724,Research Alliance Corp. II,,,2021,2021-12-31
,1820160,SCP & CO HEALTHCARE ACQUISITION COMPANY,,,2021,2021-12-31
,1820191,AEA-BRIDGES IMPACT CORP.,,,2021,2021-12-31
,1820201,Redbox Entertainment Inc.,,,2021,2021-12-31
,1820209,Warrior Technologies Acquisition Co,,,2021,2021-12-31
,1820727,Mudrick Capital Acquisition Corp. II,,,2021,2021-12-31
,1820931,Oaktree Acquisition Corp. II,,,2021,2021-12-31
,1821075,"Appreciate Holdings, Inc.",,,2021,2021-12-31
,1821169,Global SPAC Partners Co.,,,2021,2021-12-31
,1821682,SARISSA CAPITAL ACQUISITION CORP.,,,2021,2021-12-31
,1821742,"DPCM Capital, Inc.",,,2021,2021-12-31
,1822027,Tekkorp Digital Acquisition Corp.,,,2021,2021-12-31
,1822219,FirstMark Horizon Acquisition Corp.,,,2021,2021-12-31
,1822309,CASCADE ACQUISITION CORP.,,,2021,2021-12-31
,1822312,JACK CREEK INVESTMENT CORP.,,,2021,2021-12-31
,1822835,PINE ISLAND ACQUISITION CORP.,,,2021,2021-12-31
,1822862,FORTISTAR SUSTAINABLE SOLUTIONS CORP.,,,2021,2021-12-31
,1822873,LEFTERIS ACQUISITION CORP.,,,2021,2021-12-31
,1822877,Vy Global Growth,,,2021,2021-12-31
,1822935,Healthcare Capital Corp/DE,,,2021,2021-12-31
,1823033,HUDSON EXECUTIVE INVESTMENT CORP. II,,,2021,2021-12-31
,1823034,HUDSON EXECUTIVE INVESTMENT CORP. III,,,2021,2021-12-31
,1823143,MDH ACQUISITION CORP.,,,2021,2021-12-31
,1823200,BCLS Acquisition Corp.,,,2021,2021-12-31
,1823323,KL Acquisition Corp,,,2021,2021-12-31
,1823340,Altimeter Growth Corp.,,,2021,2021-03-31
,1823383,GLOBIS ACQUISITION CORP.,,,2021,2021-12-31
,1823465,5:01 ACQUISITION CORP.,,,2021,2021-12-31
,1823481,TZP STRATEGIES ACQUISITION CORP.,,,2021,2021-12-31
,1823524,TURMERIC ACQUISITION CORP.,,,2021,2021-12-31
,1823634,Carney Technology Acquisition Corp. II,,,2021,2021-12-31
,1823707,Global Synergy Acquisition Corp.,,,2021,2021-12-31
,1823733,FORTRESS CAPITAL ACQUISITION CORP.,,,2021,2021-12-31
