ticker,cik,company_name,merged_from_ciks,exchange,sic,sic_description,taxonomy,filing_form,reporting_currency,fiscal_year_end,latest_fiscal_year,period_end,gate0_pass,gate0_status,gate0_not_evaluable,imputed_fields,resolution_basis,resolution_basis_goodwill,resolution_basis_intangibles,carried_forward_fields,carry_forward_age_days,sbc_unverified,fcf_after_sbc_multiple,tangible_book,income_quality,fcf,fcf_after_sbc,sbc_pct_revenue,net_cash,effective_tax,ni_vs_oi,acq_intensity,bs_acq_intensity,acq_cf_bs_disagreement,buyback_pct_fcf,fcf_per_share,revenue,net_income,operating_income,ocf,capex,capex_broken,capex_suspect,capex_vs_dep_amort,ttm_fcf_divergence,ttm_suspect,ttm_unavailable,net_margin,income_quality_suspect,operating_margin_2y_ago,sbc,equity,goodwill,intangibles,cash,total_debt,shares_diluted,fail_tangible_book,test_tangible_book,fail_income_quality,test_income_quality,fail_fcf,test_fcf,fail_fcf_after_sbc,test_fcf_after_sbc,fail_sbc,test_sbc,warn_sbc,fail_ni_over_oi,test_ni_vs_oi,fail_tax_anomaly,test_tax_anomaly,warn_inorganic,tangible_book_yrs_negative,growth_basis,short_history,revenue_cagr_3y,revenue_cagr_5y,fcf_per_share_cagr_3y,fcf_per_share_cagr_5y,fcf_per_share_earliest,fcf_per_share_latest,fcf_per_share_delta_abs,fcf_inflection,fcf_inflection_years,operating_margin_latest,operating_margin_5y_ago,operating_margin_delta,income_quality_3y_avg,income_quality_direction,ttm_revenue,ttm_net_income,ttm_ocf,ttm_capex,ttm_sbc,ttm_fcf_after_sbc,revenue_growth_yoy_q1,revenue_growth_yoy_q2,revenue_growth_yoy_q3,revenue_growth_yoy_q4,revenue_accel_4q,quarters_of_accelerating_revenue,fcf_growth_yoy_q1,fcf_growth_yoy_q2,fcf_growth_yoy_q3,fcf_growth_yoy_q4,fcf_accel_4q,quarters_of_accelerating_fcf,acq_disagreement,acquisitions,buybacks,dep_amort,dividends,gi_delta,operating_margin,pretax_income,sec_download_date,source_tag_capex,source_tag_equity,source_tag_goodwill,source_tag_intangibles,source_tag_net_income,source_tag_ocf,source_tag_operating_income,source_tag_sbc,tax_expense,ttm_acquisitions,ttm_buybacks,ttm_dep_amort,ttm_dividends,ttm_operating_income,ttm_pretax_income,ttm_shares_diluted,ttm_tax_expense,price,ma_200,as_of,market_cap,market_cap_derived,pct_vs_200ma,momentum_not_evaluated,drawdown_undiagnosed,momentum_unknown,fwd_trail_ratio,adjusted_eps_guard,operating_margin_delta_2y,margin_swing_unverified,tier2_commodity,rejected_because,ev,p_fcf_after_sbc,ev_fcf_after_sbc
CPWR,827099,OCEAN THERMAL ENERGY CORPORATION,"",OTC,4931,Electric & Other Services Combined,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"fcf,sbc","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,true,,-113401127.0,0.0013477549291905189,,,,,-0.0,402.6468045298455,,,false,,,3013875.0,-69296723.0,-172103.0,-93395.0,,false,false,,false,false,true,-22.99256704408776,false,,,-113401127.0,0.0,0.0,403667.0,,201998151.0,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,true,FAIL,,0,insufficient,false,,,,,,,,false,0,-0.05710356268922898,,,0.23803658622279983,falling,,,,,,,,,1.3319694631783954,-0.890825891854978,,0,,,,,,0,false,,,,,,-0.05710356268922898,-69296723.0,2026-08-25,,StockholdersEquity,,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,,0.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
SNBRQ,827187,SLEEP NUMBER CORPORATION,"",OTC,2510,Household Furniture,us-gaap,10-Q,USD,103,2025,2026-01-03,false,fail,"","",reported,reported,reported,"",,false,,-643218000.0,0.02487912820745995,-17690000.0,-23972000.0,0.004450742144603068,,-0.37493487819617816,2.8322029532967035,,-0.0001608275178008431,false,-0.05060070081762056,-1.0475899139098894,1411450000.0,-131958000.0,-46592000.0,-3283000.0,14407000.0,false,false,0.25908142713278665,false,false,true,-0.09349109072230685,false,0.012154817900250175,6282000.0,-578475000.0,64000000.0,743000.0,1693000.0,,22883000.0,true,FAIL,true,FAIL,true,FAIL,true,FAIL,false,PASS,false,false,PASS,true,FAIL,false,5,insufficient,false,-0.12602333979516267,-0.05334543025220939,,,3.7313127985504857,-1.0475899139098894,-4.778902712460376,false,0,-0.03301002515144001,0.09959090896849272,-0.13260093411993273,-0.2398038655824286,falling,,,,,,,-0.16407304511222257,-0.1970750196492276,-0.19628378615948264,-0.18886693569919213,-0.007359043827116374,2,-1.2956582231861522,,,-0.8258823529411765,,0,false,,1213000.0,55608000.0,,-227000.0,-0.03301002515144001,-95974000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,35984000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
LINK,828146,"INTERLINK ELECTRONICS, INC","",Nasdaq,3577,"Computer Peripheral Equipment, NEC",us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"","",reported,reported,reported,"",,false,,5302000.0,0.0693498452012384,-168000.0,-211000.0,0.003616484440706476,,0.10575858250276855,0.8829961727720066,,-0.05155592935239697,false,,-0.014138300723666578,11890000.0,-1615000.0,-1829000.0,-112000.0,56000.0,false,true,0.06174200661521499,false,false,true,-0.13582842724978975,false,-0.03149210903873745,43000.0,9221000.0,2586000.0,1333000.0,2724000.0,,14924000.0,false,PASS,true,FAIL,true,FAIL,true,FAIL,false,PASS,false,true,FAIL,false,PASS,true,0,insufficient,false,0.1663853083139839,0.1153668772857912,,,-0.03251785442941802,-0.014138300723666578,0.018379553705751443,false,0,-0.15382674516400335,0.01596980255516841,-0.16979654771917177,0.1857339155247004,falling,,,,,,,0.17805383022774326,0.10782478472482217,0.1539039039039039,0.10427650849443468,-0.017525284602084402,0,,,,,,0,false,,,907000.0,,-613000.0,-0.15382674516400335,-1806000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,-191000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
SBUX,829224,Starbucks Corporation,"",Nasdaq,5810,Retail-Eating & Drinking Places,us-gaap,10-Q,USD,928,2025,2025-09-28,false,fail,"","",reported,reported,reported,"",,false,,-11632300000.0,2.5573691014867483,2442000000.0,2123700000.0,0.008560041307645141,-12855000000.0,0.25948231164998203,0.6321596404004631,0.004762749970417702,0.003202956078355439,true,0.0,1.863221617827689,37184400000.0,1856400000.0,2936600000.0,4747500000.0,2305500000.0,false,false,1.3014394580863675,false,false,true,0.049924161745248004,false,0.16318838323752766,318300000.0,-8096600000.0,3368900000.0,166800000.0,3219800000.0,16074800000.0,1139800000.0,true,FAIL,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,false,5,3y,false,0.048597955054982656,0.09595337505976698,-0.018727118758302685,,2.3778786895880635,1.863221617827689,-0.5146570717603745,false,5,0.0789739783350007,0.0664044561612382,0.01256952217376249,1.878327497366155,rising,,,,,,,0.03753607127574365,0.05504479771861499,0.08787207815924032,-0.014096869712351946,-0.012207154252366145,0,,-0.07620912189108839,,,,0,true,177100000.0,0.0,1771500000.0,2771400000.0,119100000.0,0.0789739783350007,2507300000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,650600000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
INUV,829323,"Inuvo, Inc.","",NYSE,7310,Services-Advertising,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,tax_anomaly,"",reported,reported,reported,"",,false,,-3255701.0,0.3505631812114097,-3388204.0,-4532977.0,0.01327899581141502,,,0.7609743902519159,,-0.005446047848315214,false,,-0.31309693255313575,86209305.0,-5095518.0,-6696044.0,-1786301.0,1601903.0,false,false,,false,false,true,-0.05910635748658454,false,-0.14060749765584604,1144773.0,10023016.0,9853342.0,3425375.0,2839921.0,,14477871.0,true,FAIL,true,FAIL,true,FAIL,true,FAIL,false,PASS,false,true,FAIL,,NOT_EVALUABLE,false,2,insufficient,false,0.044728907562340936,0.14068564970507547,,,-0.1810036089926483,-0.31309693255313575,-0.13209332356048745,false,0,-0.07767194040132906,-0.180299725311423,0.10262778491009393,0.18551707462730135,rising,,,,,,,0.2450616055078243,0.008914113635537695,-0.7031771940366104,-0.6676395252100968,-0.34501946998259114,1,,,2.5036957591911473,,,0,false,,,,,-469500.0,-0.07767194040132906,,2026-08-25,PaymentsToAcquireProductiveAssets,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,10705.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
SSP,832428,THE E.W. SCRIPPS COMPANY,"",Nasdaq,4833,Television Broadcasting Stations,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,sbc,"",reported,reported,reported,"",,true,,-2190018000.0,-0.5263836156903953,6523000.0,,,-2566465000.0,0.1558551321316798,-0.5482624433405437,,-0.0780959599364824,true,,,2150585000.0,-100877000.0,183994000.0,53100000.0,46577000.0,false,false,0.3088005197836003,false,false,true,-0.04690677187834938,false,-0.3285089004724124,,1246092000.0,1918334000.0,1517776000.0,27923000.0,2594388000.0,88024000.0,true,FAIL,true,FAIL,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,false,PASS,false,5,insufficient,false,-0.04293742561753833,0.029737637476180634,,,,,,false,0,0.0855553256439527,0.1633871302917181,-0.07783180464776542,0.6189290317178621,falling,,,,,,,-0.058485536819093874,-0.18636237041621537,-0.014349924579466164,-0.0919845208117316,0.007151549385883601,0,,,1.041846006695361,,,0,false,,,150832000.0,,-167952000.0,0.0855553256439527,-119502000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,,-18625000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
GOVX,832489,"GEOVAX LABS, INC.","",Nasdaq,2834,Pharmaceutical Preparations,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,tax_anomaly,"goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,3825132.0,1.0004285161020352,-21501581.0,-22616735.0,0.4480068457241342,,,0.991946225727963,,,false,,,2489145.0,-21464771.0,-21639047.0,-21473969.0,27612.0,false,false,0.4015940427017278,false,false,true,-8.623350989998574,false,,1115154.0,3825132.0,0.0,0.0,3085741.0,,,false,PASS,false,PASS,true,FAIL,true,FAIL,true,FAIL,true,true,FAIL,,NOT_EVALUABLE,,0,insufficient,false,2.1254893296166784,0.06419535755340822,,,,,,false,0,-8.693365392534384,-1.544596081063445,-7.1487693114709385,0.9857364775384315,rising,,,,,,,1.8345433804381446,-1.0,-1.0,-1.0,-0.8503630141314433,0,,,0.40866239180660363,,,0,false,,,68756.0,,,-8.693365392534384,,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,0.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
BLFS,834365,"BioLife Solutions, Inc.","",Nasdaq,3845,Electromedical & Electrotherapeutic Apparatus,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"","",reported,reported,reported,"",,false,,159044000.0,-4.377584330794342,10637000.0,-12356000.0,0.23897769555366163,28041000.0,-0.004055955632811853,0.2767738826647392,,-0.013594695158708711,false,,-0.25400305609504137,96214000.0,-4595000.0,-16602000.0,20115000.0,9478000.0,false,false,4.206835330670217,false,false,true,-0.047758122518552396,false,-0.25295518701482006,22993000.0,371888000.0,208587000.0,4257000.0,33038000.0,4997000.0,48645084.0,false,PASS,true,FAIL,false,PASS,true,FAIL,true,FAIL,true,true,FAIL,true,FAIL,false,0,insufficient,false,0.08065489845335816,0.14879389078003835,,,,-0.25400305609504137,,false,0,-0.17255285093645414,-0.12978559693888161,-0.04276725399757253,-1.5371675711420456,falling,,,,,,,0.18884098402231803,0.3120938712542658,0.24693933073365376,0.21452342350029865,0.001189277791332985,0,,,-1.4239690721649485,,,0,false,,,2253000.0,,-1308000.0,-0.17255285093645414,-12081000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,49000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
DEO,835403,DIAGEO plc,"",NYSE,2080,Beverages,ifrs-full,20-F,USD,630,2025,2025-06-30,false,unknown,"tangible_book,fcf","",unresolved,reported,unresolved,"",,false,,,1.6930654058313632,,,0.00210985552853669,-19654000000.0,0.2824427480916031,0.5854671280276816,0.0012516092118437991,,false,,,27964000000.0,2538000000.0,4335000000.0,4297000000.0,,false,false,,false,false,true,0.0907595479902732,false,0.1962150689777149,59000000.0,11090000000.0,2949000000.0,,2200000000.0,21854000000.0,2222000000.0,,NOT_EVALUABLE,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,-0.020436543136372,0.09582178129057328,,,1.0450785773366418,,,false,0,0.15502074095265342,0.12075493021416059,0.03426581073849283,1.163403802889793,rising,,,,,,,,,,,,0,,,,,,0,false,35000000.0,,,2438000000.0,,0.15502074095265342,3537000000.0,2026-08-25,,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,ExpenseFromSharebasedPaymentTransactionsWithEmployees,999000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
AIXN,835662,"AIXIN LIFE INTERNATIONAL, INC.","",OTC,5912,Retail-Drug Stores and Proprietary Stores,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,sbc,goodwill,structured_absence_asc350,structured_absence_asc350,reported,"",,true,,-6571537.0,0.9960185325266602,-2047376.0,,,,-0.00019147219099032746,0.8103243339747277,,,false,,,1489427.0,-2042463.0,-2520550.0,-2034331.0,13045.0,false,true,0.08317923866607155,false,false,true,-1.3713078922296964,false,-0.6109852831398316,,-6568751.0,0.0,2786.0,62310.0,,24999834.0,true,FAIL,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,true,FAIL,true,FAIL,,1,insufficient,false,-0.18073024816554173,-0.09482357757592785,,,,,,false,0,-1.6922950906623822,0.3241298134884774,-2.0164249041508597,0.7501097138805749,rising,,,,,,,-0.12232699951917625,-0.5316460750224001,-0.6541259895696544,-0.677512745539862,-0.17880371526093114,0,,,,,,0,false,,,156830.0,,,-1.6922950906623822,-2042072.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,,391.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
CPMV,836564,"MOSAIC IMMUNOENGINEERING, INC.","",OTC,2836,"Biological Products, (No Diagnostic Substances)",us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"fcf,sbc","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,-7476020.0,0.16195049473283263,,,,,-0.00350136991097767,1.116417445331178,,,false,,,,-687846.0,-616119.0,-111397.0,,false,false,,false,false,true,,false,,0.0,-7476020.0,0.0,0.0,3622.0,,,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,true,FAIL,,0,insufficient,false,,,,,,,,false,0,,,,0.3056399581994376,falling,,,,,,,,,,,,0,,,,,,0,false,,,,,,,-685446.0,2026-08-25,,StockholdersEquity,,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,2400.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
WVVI,838875,"WILLAMETTE VALLEY VINEYARDS, INC.","",Nasdaq,2080,Beverages,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,66188175.0,1.9508208154214137,-2234406.0,-2359477.0,0.0033623837887243,-14614672.0,0.24112230063526138,0.6389798714917154,,,false,,,37197122.0,-917685.0,-1436172.0,-1790239.0,444167.0,false,true,0.1366915419440631,false,false,true,-0.024670860288599748,false,-0.030846240891469194,125071.0,66188175.0,0.0,0.0,410886.0,15025558.0,,false,PASS,false,PASS,true,FAIL,true,FAIL,false,PASS,false,true,FAIL,false,PASS,,0,insufficient,false,0.031076959800394377,0.0637071965404683,,,,,,false,0,-0.038609761260562044,0.1831155080027525,-0.22172526926331454,10.357770558099636,rising,,,,,,,-0.013220118776372247,-0.10858437346229684,0.09475066441621076,-0.015642576234853635,0.019606766550306343,0,,,1.5186414156074044,,,0,false,,,3249411.0,,,-0.038609761260562044,-1209266.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,-291581.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
WWR,839470,"WESTWATER RESOURCES, INC.","",NYSE,1000,Metal Mining,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"sbc,ni_vs_oi,tax_anomaly","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,181529000.0,0.36218253677816,-21585000.0,-25501000.0,,,,,,,false,,-0.2964412622290158,,-27326000.0,,-9897000.0,11688000.0,false,false,,false,false,true,,false,,3916000.0,181529000.0,0.0,0.0,48576000.0,,86023787.0,false,PASS,true,FAIL,true,FAIL,true,FAIL,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,,,,,,-0.2964412622290158,,false,0,,,,0.7653938420808389,falling,,,,,,,,,,,,0,,,-0.0675314765356734,,,0,false,,,,,,,-27326000.0,2026-08-25,PaymentsToAcquireProductiveAssets,StockholdersEquity,,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,,ShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
CLRO,840715,CLEARONE INC,"",Nasdaq,3661,Telephone & Telegraph Apparatus,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"fcf,sbc",goodwill,never_acquired,never_acquired,reported,"",,false,,-714000.0,0.5579665695445484,,,,,-0.018277912354107025,5.933575978161965,,,false,,,0.0,-26084000.0,-4396000.0,-14554000.0,,false,false,,false,false,true,,false,-0.3620615911035073,79000.0,-714000.0,0.0,0.0,220000.0,,1765654.0,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,true,FAIL,,0,insufficient,false,,,,,-0.3051943134570378,,,false,0,,-0.1915098558601947,,-32.10373061359536,rising,,,,,,,-1.0,,,,,0,,,,,,0,false,,,,0.0,,,-4541000.0,2026-08-25,,StockholdersEquity,,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,OperatingIncomeLoss,ShareBasedCompensation,83000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
ACCS,843006,ACCESS Newswire Inc.,"",NYSE,8742,Services-Management Consulting Services,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"","",reported,reported,reported,"",,false,,1827000.0,0.13003961780470752,366000.0,-518000.0,0.039082187541447454,469000.0,0.20225294418842807,-2.293425975414217,,-0.11057075909633494,true,,-0.13423166623477584,22619000.0,4291000.0,-1871000.0,558000.0,192000.0,false,true,0.06414968259271633,false,false,true,0.18970776780582696,false,-0.11169562025935895,884000.0,30345000.0,19043000.0,9475000.0,3025000.0,2556000.0,3859000.0,false,PASS,true,FAIL,false,PASS,true,FAIL,false,PASS,false,true,FAIL,false,PASS,false,3,insufficient,false,-0.012851941776106823,0.04073065778879914,,,492.3594923594924,-0.13423166623477584,-492.49372402572715,false,0,-0.082718068880145,0.1454172514304221,-0.2281353203105671,1.2773451089178258,falling,,,,,,,-0.06627906976744186,0.01489625820180883,-0.027209642074506938,-0.0005337128624799857,0.015513017043856983,1,,,0.10740203193033382,,,0,false,,,2993000.0,,-2501000.0,-0.082718068880145,-1953000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment+PaymentsToDevelopSoftware,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,-395000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
WDS,844551,Woodside Energy Group Ltd,"",NYSE,1311,Crude Petroleum & Natural Gas,ifrs-full,20-F,USD,1231,2025,2025-12-31,false,unknown,"tangible_book,fcf","",unresolved,reported,unresolved,"",,false,,,2.627694556083303,,,0.0015403573629081946,-5469000000.0,0.19823330735255912,0.7037798920030857,0.0,,false,,,12984000000.0,2737000000.0,3889000000.0,7192000000.0,,false,false,,false,false,true,0.21079790511398644,false,0.23631556381306273,20000000.0,35914000000.0,3952000000.0,,5712000000.0,11181000000.0,1895437383.0,,NOT_EVALUABLE,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,-0.08261142427165735,0.29247217219242905,,,,,,false,0,0.29952248921749847,-1.436388888888889,1.7359113781063873,2.599964929202272,falling,,,,,,,,,,,,0,,,,,,0,false,0.0,,5070000000.0,2012000000.0,,0.29952248921749847,3849000000.0,2026-08-25,,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,ExpenseFromSharebasedPaymentTransactionsWithEmployees,763000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
HCMC,844856,HEALTHIER CHOICES MANAGEMENT CORP.,"",OTC,2100,Tobacco Products,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"fcf,tax_anomaly",goodwill,structured_absence_asc350,structured_absence_asc350,reported,"",,false,,-1352520.0,0.553027560062098,,,1139.821416582746,,,0.9978668970489896,,,false,,,2979.0,-7017945.0,-7032947.0,-3881117.0,,false,false,,false,false,true,-2355.8056394763344,false,-12077.162074554295,3395528.0,-1233494.0,0.0,119026.0,1140488.0,,481266632384.0,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,true,FAIL,true,true,FAIL,,NOT_EVALUABLE,,0,insufficient,false,-0.9533092607231669,-0.815463786525654,,,-0.00005886063444429038,,,false,0,-2360.8415575696545,-0.24771461584850524,-2360.593842953806,0.37228887864787064,rising,,,,,,,4.747126436781609,2.826923076923077,,,,0,,,,,,0,false,,,,,,-2360.8415575696545,,2026-08-25,,StockholdersEquity,,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
POSC,844985,POSITRON     CORPORATION,"",OTC,3845,Electromedical & Electrotherapeutic Apparatus,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"fcf,tax_anomaly","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,3375244.0,0.4432825835355328,,,10.797630089370076,,,1.0099947011291082,,,false,,,461452.0,-10603392.0,-10498463.0,-4700299.0,,false,false,,false,false,true,-22.97832060539341,false,,4982588.0,3375244.0,0.0,0.0,,,30891096.0,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,true,FAIL,true,false,PASS,,NOT_EVALUABLE,,0,insufficient,true,,,,,,,,false,0,-22.75093184123159,,,0.5854065433847698,,,,,,,,,,,,,0,,,,,,0,false,,,,,,-22.75093184123159,,2026-08-25,,StockholdersEquity,,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
KTEL,845819,"KonaTel, Inc.","",OTC,4899,"Communications Services, NEC",us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"fcf,tax_anomaly",goodwill,never_acquired,never_acquired,reported,"",,false,,-467478.0,0.7204721628165359,,,0.01497441406099811,,,0.9883030127890644,,,false,,,8452885.0,-2647053.0,-2678382.0,-1907128.0,,false,false,,false,false,true,-0.31315379305408747,false,-0.171238293775511,126577.0,384205.0,0.0,851683.0,704867.0,,43706214.0,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,true,FAIL,,NOT_EVALUABLE,,0,insufficient,false,-0.24983612524097132,-0.020160119020155687,,,,,,false,0,-0.3168601016102786,-0.03846768228097898,-0.27839241932929965,0.11455268980786047,rising,,,,,,,-0.502977887855877,-0.3097234190348204,-0.12157066353608637,-0.13379065492602804,0.1295714454288281,0,,,,,,0,false,,,10525.0,,,-0.3168601016102786,-2647053.0,2026-08-25,,StockholdersEquity,,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
FTEK,846913,"FUEL TECH, INC.","",Nasdaq,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,us-gaap,10-Q,USD,1231,2025,2025-12-31,false,fail,"","",reported,reported,reported,"",,false,,37170000.0,-1.29776247848537,2342000.0,2016000.0,0.012220264647449113,,-0.0064963187527068,0.6313501765824504,,0.011957866326798365,false,,0.06516468953033584,26677000.0,-2324000.0,-3681000.0,3016000.0,674000.0,false,false,,false,false,true,-0.08711624245604828,false,-0.09814999446106126,326000.0,39932000.0,2116000.0,646000.0,11939000.0,,30937000.0,false,PASS,true,FAIL,false,PASS,false,PASS,false,PASS,false,true,FAIL,true,FAIL,false,0,insufficient,false,-0.0032771247565230865,0.03418465260623682,,,-0.18638955458226591,0.06516468953033584,0.25155424411260174,true,1,-0.1379840311879147,-0.1922838137472284,0.0542997825593137,0.0055190463558068,falling,,,,,,,-0.21073558648111332,-0.04598140364284804,-0.04732058915700407,0.16678661388988844,0.11312274155988493,1,,,-1.8101178101178101,,,0,false,,,,,319000.0,-0.1379840311879147,-2309000.0,2026-08-25,PaymentsToAcquireProductiveAssets,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,15000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
