cik,entity_name,tag,fiscal_year_raw,form,accn,period_end
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",AllocatedShareBasedCompensationExpense,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",AllocatedShareBasedCompensationExpense,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",AllocatedShareBasedCompensationExpense,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",CashAndCashEquivalentsAtCarryingValue,1215,10-K,0000051644-16-000056,2012-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",CashAndCashEquivalentsAtCarryingValue,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",CashAndCashEquivalentsAtCarryingValue,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",CashAndCashEquivalentsAtCarryingValue,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",DepreciationDepletionAndAmortization,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",DepreciationDepletionAndAmortization,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",DepreciationDepletionAndAmortization,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",FiniteLivedIntangibleAssetsNet,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",FiniteLivedIntangibleAssetsNet,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Goodwill,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Goodwill,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Goodwill,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2014-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2014-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2014-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2015-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2015-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2015-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",IncomeTaxExpenseBenefit,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",LongTermDebtCurrent,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",LongTermDebtCurrent,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",LongTermDebtNoncurrent,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",LongTermDebtNoncurrent,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetCashProvidedByUsedInOperatingActivities,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetCashProvidedByUsedInOperatingActivities,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetCashProvidedByUsedInOperatingActivities,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLoss,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLoss,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLoss,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2014-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2014-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2014-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2015-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2015-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2015-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NetIncomeLossAvailableToCommonStockholdersBasic,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2014-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2014-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2014-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2015-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2015-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2015-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",OperatingIncomeLoss,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsForRepurchaseOfCommonStock,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsForRepurchaseOfCommonStock,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsForRepurchaseOfCommonStock,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsOfDividendsCommonStock,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsOfDividendsCommonStock,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsOfDividendsCommonStock,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsToAcquireBusinessesNetOfCashAcquired,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsToAcquireBusinessesNetOfCashAcquired,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsToAcquireBusinessesNetOfCashAcquired,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsToAcquirePropertyPlantAndEquipment,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsToAcquirePropertyPlantAndEquipment,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",PaymentsToAcquirePropertyPlantAndEquipment,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2014-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2014-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2014-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2015-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2015-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2015-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ProfitLoss,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2014-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2014-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2014-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2015-03-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2015-06-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2015-09-30
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",Revenues,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ShareBasedCompensation,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ShareBasedCompensation,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",ShareBasedCompensation,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",StockholdersEquity,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",StockholdersEquity,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1215,10-K,0000051644-16-000056,2012-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1215,10-K,0000051644-16-000056,2015-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",WeightedAverageNumberOfDilutedSharesOutstanding,1215,10-K,0000051644-16-000056,2013-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",WeightedAverageNumberOfDilutedSharesOutstanding,1215,10-K,0000051644-16-000056,2014-12-31
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",WeightedAverageNumberOfDilutedSharesOutstanding,1215,10-K,0000051644-16-000056,2015-12-31
67088,"Mitsubishi UFJ Financial Group, Inc.",WeightedAverageNumberOfDilutedSharesOutstanding,0,6-K,0001193125-20-014674,2018-09-30
67088,"Mitsubishi UFJ Financial Group, Inc.",WeightedAverageNumberOfDilutedSharesOutstanding,0,6-K,0001193125-20-014674,2019-09-30
67088,"Mitsubishi UFJ Financial Group, Inc.",WeightedAverageNumberOfDilutedSharesOutstanding,0,6-K,0001193125-20-328263,2019-09-30
67088,"Mitsubishi UFJ Financial Group, Inc.",WeightedAverageNumberOfDilutedSharesOutstanding,0,6-K,0001193125-20-328263,2020-09-30
827054,MICROCHIP TECHNOLOGY INCORPORATED,CashAndCashEquivalentsAtCarryingValue,0,10-Q,0000827054-10-000049,2008-03-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,CashAndCashEquivalentsAtCarryingValue,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,CashAndCashEquivalentsAtCarryingValue,0,10-Q,0000827054-10-000049,2009-03-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,CashAndCashEquivalentsAtCarryingValue,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,DepreciationDepletionAndAmortization,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,DepreciationDepletionAndAmortization,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,Goodwill,0,10-Q,0000827054-10-000049,2009-03-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,Goodwill,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,IncomeTaxExpenseBenefit,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,IncomeTaxExpenseBenefit,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,IncomeTaxExpenseBenefit,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,IncomeTaxExpenseBenefit,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,IntangibleAssetsNetExcludingGoodwill,0,10-Q,0000827054-10-000049,2009-03-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,IntangibleAssetsNetExcludingGoodwill,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,NetIncomeLoss,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,NetIncomeLoss,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,NetIncomeLoss,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,NetIncomeLoss,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,OperatingIncomeLoss,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,OperatingIncomeLoss,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,OperatingIncomeLoss,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,OperatingIncomeLoss,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,PaymentsForRepurchaseOfCommonStock,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,PaymentsForRepurchaseOfCommonStock,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,PaymentsToAcquireOtherPropertyPlantAndEquipment,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,PaymentsToAcquireOtherPropertyPlantAndEquipment,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,PaymentsToAcquireProductiveAssets,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,PaymentsToAcquireProductiveAssets,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,SalesRevenueNet,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,SalesRevenueNet,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,SalesRevenueNet,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,SalesRevenueNet,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,ShareBasedCompensation,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,ShareBasedCompensation,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,StockholdersEquity,0,10-Q,0000827054-10-000049,2009-03-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,StockholdersEquity,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,WeightedAverageNumberOfDilutedSharesOutstanding,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,WeightedAverageNumberOfDilutedSharesOutstanding,0,10-Q,0000827054-10-000049,2008-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,WeightedAverageNumberOfDilutedSharesOutstanding,0,10-Q,0000827054-10-000049,2009-12-31
827054,MICROCHIP TECHNOLOGY INCORPORATED,WeightedAverageNumberOfDilutedSharesOutstanding,0,10-Q,0000827054-10-000049,2009-12-31
880460,"Perfumania Holdings, Inc.",AllocatedShareBasedCompensationExpense,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",AllocatedShareBasedCompensationExpense,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",AllocatedShareBasedCompensationExpense,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",AllocatedShareBasedCompensationExpense,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",CashAndCashEquivalentsAtCarryingValue,29953000,10-K,0000880460-16-000041,2014-02-01
880460,"Perfumania Holdings, Inc.",CashAndCashEquivalentsAtCarryingValue,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",CashAndCashEquivalentsAtCarryingValue,29953000,10-K,0000880460-17-000007,2015-01-31
880460,"Perfumania Holdings, Inc.",CashAndCashEquivalentsAtCarryingValue,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",CashAndCashEquivalentsAtCarryingValue,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",CashAndCashEquivalentsAtCarryingValue,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",DepreciationDepletionAndAmortization,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",DepreciationDepletionAndAmortization,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",DepreciationDepletionAndAmortization,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",DepreciationDepletionAndAmortization,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",FiniteLivedIntangibleAssetsNet,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",FiniteLivedIntangibleAssetsNet,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",Goodwill,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",Goodwill,29953000,10-K,0000880460-17-000007,2015-01-31
880460,"Perfumania Holdings, Inc.",Goodwill,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",Goodwill,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",Goodwill,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",IncomeTaxExpenseBenefit,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",IncomeTaxExpenseBenefit,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",IncomeTaxExpenseBenefit,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",IncomeTaxExpenseBenefit,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",IntangibleAssetsNetExcludingGoodwill,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",IntangibleAssetsNetExcludingGoodwill,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",IntangibleAssetsNetExcludingGoodwill,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",IntangibleAssetsNetExcludingGoodwill,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",NetCashProvidedByUsedInOperatingActivities,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",NetCashProvidedByUsedInOperatingActivities,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",NetCashProvidedByUsedInOperatingActivities,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",NetCashProvidedByUsedInOperatingActivities,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",NetIncomeLoss,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",NetIncomeLoss,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",NetIncomeLoss,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",NetIncomeLoss,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",OperatingIncomeLoss,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",OperatingIncomeLoss,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",OperatingIncomeLoss,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",OperatingIncomeLoss,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",Revenues,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",Revenues,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",Revenues,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",Revenues,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",SalesRevenueGoodsNet,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",SalesRevenueGoodsNet,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",SalesRevenueGoodsNet,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",SalesRevenueGoodsNet,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",ShareBasedCompensation,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",ShareBasedCompensation,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",ShareBasedCompensation,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",ShareBasedCompensation,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",StockholdersEquity,29953000,10-K,0000880460-16-000041,2014-02-01
880460,"Perfumania Holdings, Inc.",StockholdersEquity,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",StockholdersEquity,29953000,10-K,0000880460-17-000007,2015-01-31
880460,"Perfumania Holdings, Inc.",StockholdersEquity,29953000,10-K,0000880460-16-000041,2016-01-30
880460,"Perfumania Holdings, Inc.",StockholdersEquity,29953000,10-K,0000880460-17-000007,2016-01-30
880460,"Perfumania Holdings, Inc.",StockholdersEquity,29953000,10-K,0000880460-17-000007,2017-01-28
880460,"Perfumania Holdings, Inc.",WeightedAverageNumberOfDilutedSharesOutstanding,29953000,10-K,0000880460-16-000041,2015-01-31
880460,"Perfumania Holdings, Inc.",WeightedAverageNumberOfDilutedSharesOutstanding,29953000,10-K,0000880460-16-000041,2016-01-30
